ENSG,Pathway,pathways_grouped,PathwayGroup,Gene_name
ENSG00000186529,Arachidonic acid metabolism,Arachidonic acid metabolism,Lipid Metabolism,CYP4F3
ENSG00000120915,Arachidonic acid metabolism,Arachidonic acid metabolism,Lipid Metabolism,EPHX2
ENSG00000143819,Arachidonic acid metabolism,Arachidonic acid metabolism,Lipid Metabolism,EPHX1
ENSG00000159228,Arachidonic acid metabolism,Arachidonic acid metabolism,Lipid Metabolism,CBR1
ENSG00000159231,Arachidonic acid metabolism,Arachidonic acid metabolism,Lipid Metabolism,CBR3
ENSG00000162365,Arachidonic acid metabolism,Arachidonic acid metabolism,Lipid Metabolism,CYP4A22
ENSG00000012779,Arachidonic acid metabolism,Arachidonic acid metabolism,Lipid Metabolism,ALOX5
ENSG00000106853,Arachidonic acid metabolism,Arachidonic acid metabolism,Lipid Metabolism,PTGR1
ENSG00000108839,Arachidonic acid metabolism,Arachidonic acid metabolism,Lipid Metabolism,ALOX12
ENSG00000117480,Arachidonic acid metabolism,Arachidonic acid metabolism,Lipid Metabolism,FAAH
ENSG00000136881,Arachidonic acid metabolism,Arachidonic acid metabolism,Lipid Metabolism,BAAT
ENSG00000148344,Arachidonic acid metabolism,Arachidonic acid metabolism,Lipid Metabolism,PTGES
ENSG00000157426,Arachidonic acid metabolism,Arachidonic acid metabolism,Lipid Metabolism,AASDH
ENSG00000161905,Arachidonic acid metabolism,Arachidonic acid metabolism,Lipid Metabolism,ALOX15
ENSG00000167107,Arachidonic acid metabolism,Arachidonic acid metabolism,Lipid Metabolism,ACSF2
ENSG00000171954,Arachidonic acid metabolism,Arachidonic acid metabolism,Lipid Metabolism,CYP4F22
ENSG00000176715,Arachidonic acid metabolism,Arachidonic acid metabolism,Lipid Metabolism,ACSF3
ENSG00000179593,Arachidonic acid metabolism,Arachidonic acid metabolism,Lipid Metabolism,ALOX15B
ENSG00000205669,Arachidonic acid metabolism,Arachidonic acid metabolism,Lipid Metabolism,ACOT6
ENSG00000205678,Arachidonic acid metabolism,Arachidonic acid metabolism,Lipid Metabolism,TECRL
ENSG00000242110,Arachidonic acid metabolism,Arachidonic acid metabolism,Lipid Metabolism,AMACR
ENSG00000169239,Arginine and proline metabolism,Arginine and proline metabolism,Amino Acid Metabolism,CA5B
ENSG00000174990,Arginine and proline metabolism,Arginine and proline metabolism,Amino Acid Metabolism,CA5A
ENSG00000002726,Arginine and proline metabolism,Arginine and proline metabolism,Amino Acid Metabolism,AOC1
ENSG00000007171,Arginine and proline metabolism,Arginine and proline metabolism,Amino Acid Metabolism,NOS2
ENSG00000036473,Arginine and proline metabolism,Arginine and proline metabolism,Amino Acid Metabolism,OTC
ENSG00000059573,Arginine and proline metabolism,Arginine and proline metabolism,Amino Acid Metabolism,ALDH18A1
ENSG00000064763,Arginine and proline metabolism,Arginine and proline metabolism,Amino Acid Metabolism,FAR2
ENSG00000065154,Arginine and proline metabolism,Arginine and proline metabolism,Amino Acid Metabolism,OAT
ENSG00000069535,Arginine and proline metabolism,Arginine and proline metabolism,Amino Acid Metabolism,MAOB
ENSG00000072210,Arginine and proline metabolism,Arginine and proline metabolism,Amino Acid Metabolism,ALDH3A2
ENSG00000072682,Arginine and proline metabolism,Arginine and proline metabolism,Amino Acid Metabolism,P4HA2
ENSG00000081181,Arginine and proline metabolism,Arginine and proline metabolism,Amino Acid Metabolism,ARG2
ENSG00000088826,Arginine and proline metabolism,Arginine and proline metabolism,Amino Acid Metabolism,SMOX
ENSG00000089250,Arginine and proline metabolism,Arginine and proline metabolism,Amino Acid Metabolism,NOS1
ENSG00000095059,Arginine and proline metabolism,Arginine and proline metabolism,Amino Acid Metabolism,DHPS
ENSG00000099810,Arginine and proline metabolism,Arginine and proline metabolism,Amino Acid Metabolism,MTAP
ENSG00000100033,Arginine and proline metabolism,Arginine and proline metabolism,Amino Acid Metabolism,PRODH
ENSG00000102172,Arginine and proline metabolism,Arginine and proline metabolism,Amino Acid Metabolism,SMS
ENSG00000104524,Arginine and proline metabolism,Arginine and proline metabolism,Amino Acid Metabolism,PYCR3
ENSG00000104879,Arginine and proline metabolism,Arginine and proline metabolism,Amino Acid Metabolism,CKM
ENSG00000110887,Arginine and proline metabolism,Arginine and proline metabolism,Amino Acid Metabolism,DAO
ENSG00000111275,Arginine and proline metabolism,Arginine and proline metabolism,Amino Acid Metabolism,ALDH2
ENSG00000114786,Arginine and proline metabolism,Arginine and proline metabolism,Amino Acid Metabolism,ABHD14A-ACY1
ENSG00000115758,Arginine and proline metabolism,Arginine and proline metabolism,Amino Acid Metabolism,ODC1
ENSG00000116649,Arginine and proline metabolism,Arginine and proline metabolism,Amino Acid Metabolism,SRM
ENSG00000116771,Arginine and proline metabolism,Arginine and proline metabolism,Amino Acid Metabolism,AGMAT
ENSG00000118514,Arginine and proline metabolism,Arginine and proline metabolism,Amino Acid Metabolism,ALDH8A1
ENSG00000118520,Arginine and proline metabolism,Arginine and proline metabolism,Amino Acid Metabolism,ARG1
ENSG00000120053,Arginine and proline metabolism,Arginine and proline metabolism,Amino Acid Metabolism,GOT1
ENSG00000122884,Arginine and proline metabolism,Arginine and proline metabolism,Amino Acid Metabolism,P4HA1
ENSG00000123453,Arginine and proline metabolism,Arginine and proline metabolism,Amino Acid Metabolism,SARDH
ENSG00000123505,Arginine and proline metabolism,Arginine and proline metabolism,Amino Acid Metabolism,AMD1
ENSG00000125166,Arginine and proline metabolism,Arginine and proline metabolism,Amino Acid Metabolism,GOT2
ENSG00000130005,Arginine and proline metabolism,Arginine and proline metabolism,Amino Acid Metabolism,GAMT
ENSG00000130066,Arginine and proline metabolism,Arginine and proline metabolism,Amino Acid Metabolism,SAT1
ENSG00000131471,Arginine and proline metabolism,Arginine and proline metabolism,Amino Acid Metabolism,AOC3
ENSG00000131480,Arginine and proline metabolism,Arginine and proline metabolism,Amino Acid Metabolism,AOC2
ENSG00000131730,Arginine and proline metabolism,Arginine and proline metabolism,Amino Acid Metabolism,CKMT2
ENSG00000137124,Arginine and proline metabolism,Arginine and proline metabolism,Amino Acid Metabolism,ALDH1B1
ENSG00000141504,Arginine and proline metabolism,Arginine and proline metabolism,Amino Acid Metabolism,SAT2
ENSG00000142920,Arginine and proline metabolism,Arginine and proline metabolism,Amino Acid Metabolism,AZIN2
ENSG00000143149,Arginine and proline metabolism,Arginine and proline metabolism,Amino Acid Metabolism,ALDH9A1
ENSG00000143811,Arginine and proline metabolism,Arginine and proline metabolism,Amino Acid Metabolism,PYCR2
ENSG00000148832,Arginine and proline metabolism,Arginine and proline metabolism,Amino Acid Metabolism,PAOX
ENSG00000149380,Arginine and proline metabolism,Arginine and proline metabolism,Amino Acid Metabolism,P4HA3
ENSG00000159423,Arginine and proline metabolism,Arginine and proline metabolism,Amino Acid Metabolism,ALDH4A1
ENSG00000161653,Arginine and proline metabolism,Arginine and proline metabolism,Amino Acid Metabolism,NAGS
ENSG00000164867,Arginine and proline metabolism,Arginine and proline metabolism,Amino Acid Metabolism,NOS3
ENSG00000164904,Arginine and proline metabolism,Arginine and proline metabolism,Amino Acid Metabolism,ALDH7A1
ENSG00000166165,Arginine and proline metabolism,Arginine and proline metabolism,Amino Acid Metabolism,CKB
ENSG00000183010,Arginine and proline metabolism,Arginine and proline metabolism,Amino Acid Metabolism,PYCR1
ENSG00000185624,Arginine and proline metabolism,Arginine and proline metabolism,Amino Acid Metabolism,P4HB
ENSG00000189221,Arginine and proline metabolism,Arginine and proline metabolism,Amino Acid Metabolism,MAOA
ENSG00000197601,Arginine and proline metabolism,Arginine and proline metabolism,Amino Acid Metabolism,FAR1
ENSG00000223572,Arginine and proline metabolism,Arginine and proline metabolism,Amino Acid Metabolism,CKMT1A
ENSG00000237289,Arginine and proline metabolism,Arginine and proline metabolism,Amino Acid Metabolism,CKMT1B
ENSG00000241935,Arginine and proline metabolism,Arginine and proline metabolism,Amino Acid Metabolism,HOGA1
ENSG00000243709,Arginine and proline metabolism,Arginine and proline metabolism,Amino Acid Metabolism,LEFTY1
ENSG00000243989,Arginine and proline metabolism,Arginine and proline metabolism,Amino Acid Metabolism,ACY1
ENSG00000250799,Arginine and proline metabolism,Arginine and proline metabolism,Amino Acid Metabolism,PRODH2
ENSG00000107798,Ascorbate and aldarate metabolism,Ascorbate and aldarate metabolism,Carbohydrate Metabolism,LIPA
ENSG00000170835,Ascorbate and aldarate metabolism,Ascorbate and aldarate metabolism,Carbohydrate Metabolism,CEL
ENSG00000072210,Ascorbate and aldarate metabolism,Ascorbate and aldarate metabolism,Carbohydrate Metabolism,ALDH3A2
ENSG00000111275,Ascorbate and aldarate metabolism,Ascorbate and aldarate metabolism,Carbohydrate Metabolism,ALDH2
ENSG00000137124,Ascorbate and aldarate metabolism,Ascorbate and aldarate metabolism,Carbohydrate Metabolism,ALDH1B1
ENSG00000143149,Ascorbate and aldarate metabolism,Ascorbate and aldarate metabolism,Carbohydrate Metabolism,ALDH9A1
ENSG00000164904,Ascorbate and aldarate metabolism,Ascorbate and aldarate metabolism,Carbohydrate Metabolism,ALDH7A1
ENSG00000023572,Ascorbate and aldarate metabolism,Ascorbate and aldarate metabolism,Carbohydrate Metabolism,GLRX2
ENSG00000130988,Ascorbate and aldarate metabolism,Ascorbate and aldarate metabolism,Carbohydrate Metabolism,RGN
ENSG00000173221,Ascorbate and aldarate metabolism,Ascorbate and aldarate metabolism,Carbohydrate Metabolism,GLRX
ENSG00000113790,Beta oxidation of branched-chain fatty acids (mitochondrial),Beta oxidation of fatty acids,Lipid Metabolism,EHHADH
ENSG00000117054,Beta oxidation of branched-chain fatty acids (mitochondrial),Beta oxidation of fatty acids,Lipid Metabolism,ACADM
ENSG00000138029,Beta oxidation of branched-chain fatty acids (mitochondrial),Beta oxidation of fatty acids,Lipid Metabolism,HADHB
ENSG00000167315,Beta oxidation of branched-chain fatty acids (mitochondrial),Beta oxidation of fatty acids,Lipid Metabolism,ACAA2
ENSG00000084754,Beta oxidation of branched-chain fatty acids (mitochondrial),Beta oxidation of fatty acids,Lipid Metabolism,HADHA
ENSG00000127884,Beta oxidation of branched-chain fatty acids (mitochondrial),Beta oxidation of fatty acids,Lipid Metabolism,ECHS1
ENSG00000072506,Beta oxidation of branched-chain fatty acids (mitochondrial),Beta oxidation of fatty acids,Lipid Metabolism,HSD17B10
ENSG00000115361,Beta oxidation of branched-chain fatty acids (mitochondrial),Beta oxidation of fatty acids,Lipid Metabolism,ACADL
ENSG00000138796,Beta oxidation of branched-chain fatty acids (mitochondrial),Beta oxidation of fatty acids,Lipid Metabolism,HADH
ENSG00000242110,Beta oxidation of branched-chain fatty acids (mitochondrial),Beta oxidation of fatty acids,Lipid Metabolism,AMACR
ENSG00000113790,Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial),Beta oxidation of fatty acids,Lipid Metabolism,EHHADH
ENSG00000117054,Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial),Beta oxidation of fatty acids,Lipid Metabolism,ACADM
ENSG00000138029,Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial),Beta oxidation of fatty acids,Lipid Metabolism,HADHB
ENSG00000167315,Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial),Beta oxidation of fatty acids,Lipid Metabolism,ACAA2
ENSG00000084754,Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial),Beta oxidation of fatty acids,Lipid Metabolism,HADHA
ENSG00000127884,Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial),Beta oxidation of fatty acids,Lipid Metabolism,ECHS1
ENSG00000104823,Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial),Beta oxidation of fatty acids,Lipid Metabolism,ECH1
ENSG00000072778,Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial),Beta oxidation of fatty acids,Lipid Metabolism,ACADVL
ENSG00000177646,Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial),Beta oxidation of fatty acids,Lipid Metabolism,ACAD9
ENSG00000072506,Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial),Beta oxidation of fatty acids,Lipid Metabolism,HSD17B10
ENSG00000104325,Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial),Beta oxidation of fatty acids,Lipid Metabolism,DECR1
ENSG00000115361,Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial),Beta oxidation of fatty acids,Lipid Metabolism,ACADL
ENSG00000138796,Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial),Beta oxidation of fatty acids,Lipid Metabolism,HADH
ENSG00000167969,Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial),Beta oxidation of fatty acids,Lipid Metabolism,ECI1
ENSG00000198721,Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial),Beta oxidation of fatty acids,Lipid Metabolism,ECI2
ENSG00000242612,Beta oxidation of di-unsaturated fatty acids (n-6) (mitochondrial),Beta oxidation of fatty acids,Lipid Metabolism,DECR2
ENSG00000133835,Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal),Beta oxidation of fatty acids,Lipid Metabolism,HSD17B4
ENSG00000060971,Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal),Beta oxidation of fatty acids,Lipid Metabolism,ACAA1
ENSG00000113790,Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal),Beta oxidation of fatty acids,Lipid Metabolism,EHHADH
ENSG00000161533,Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal),Beta oxidation of fatty acids,Lipid Metabolism,ACOX1
ENSG00000167306,Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal),Beta oxidation of fatty acids,Lipid Metabolism,MYO5B
ENSG00000084754,Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal),Beta oxidation of fatty acids,Lipid Metabolism,HADHA
ENSG00000087008,Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal),Beta oxidation of fatty acids,Lipid Metabolism,ACOX3
ENSG00000104325,Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal),Beta oxidation of fatty acids,Lipid Metabolism,DECR1
ENSG00000167969,Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal),Beta oxidation of fatty acids,Lipid Metabolism,ECI1
ENSG00000198721,Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal),Beta oxidation of fatty acids,Lipid Metabolism,ECI2
ENSG00000242612,Beta oxidation of di-unsaturated fatty acids (n-6) (peroxisomal),Beta oxidation of fatty acids,Lipid Metabolism,DECR2
ENSG00000060971,Beta oxidation of even-chain fatty acids (mitochondrial),Beta oxidation of fatty acids,Lipid Metabolism,ACAA1
ENSG00000113790,Beta oxidation of even-chain fatty acids (mitochondrial),Beta oxidation of fatty acids,Lipid Metabolism,EHHADH
ENSG00000117054,Beta oxidation of even-chain fatty acids (mitochondrial),Beta oxidation of fatty acids,Lipid Metabolism,ACADM
ENSG00000138029,Beta oxidation of even-chain fatty acids (mitochondrial),Beta oxidation of fatty acids,Lipid Metabolism,HADHB
ENSG00000167315,Beta oxidation of even-chain fatty acids (mitochondrial),Beta oxidation of fatty acids,Lipid Metabolism,ACAA2
ENSG00000084754,Beta oxidation of even-chain fatty acids (mitochondrial),Beta oxidation of fatty acids,Lipid Metabolism,HADHA
ENSG00000127884,Beta oxidation of even-chain fatty acids (mitochondrial),Beta oxidation of fatty acids,Lipid Metabolism,ECHS1
ENSG00000072778,Beta oxidation of even-chain fatty acids (mitochondrial),Beta oxidation of fatty acids,Lipid Metabolism,ACADVL
ENSG00000177646,Beta oxidation of even-chain fatty acids (mitochondrial),Beta oxidation of fatty acids,Lipid Metabolism,ACAD9
ENSG00000072506,Beta oxidation of even-chain fatty acids (mitochondrial),Beta oxidation of fatty acids,Lipid Metabolism,HSD17B10
ENSG00000115361,Beta oxidation of even-chain fatty acids (mitochondrial),Beta oxidation of fatty acids,Lipid Metabolism,ACADL
ENSG00000138796,Beta oxidation of even-chain fatty acids (mitochondrial),Beta oxidation of fatty acids,Lipid Metabolism,HADH
ENSG00000196177,Beta oxidation of even-chain fatty acids (mitochondrial),Beta oxidation of fatty acids,Lipid Metabolism,ACADSB
ENSG00000133835,Beta oxidation of even-chain fatty acids (peroxisomal),Beta oxidation of fatty acids,Lipid Metabolism,HSD17B4
ENSG00000060971,Beta oxidation of even-chain fatty acids (peroxisomal),Beta oxidation of fatty acids,Lipid Metabolism,ACAA1
ENSG00000113790,Beta oxidation of even-chain fatty acids (peroxisomal),Beta oxidation of fatty acids,Lipid Metabolism,EHHADH
ENSG00000161533,Beta oxidation of even-chain fatty acids (peroxisomal),Beta oxidation of fatty acids,Lipid Metabolism,ACOX1
ENSG00000167306,Beta oxidation of even-chain fatty acids (peroxisomal),Beta oxidation of fatty acids,Lipid Metabolism,MYO5B
ENSG00000084754,Beta oxidation of even-chain fatty acids (peroxisomal),Beta oxidation of fatty acids,Lipid Metabolism,HADHA
ENSG00000087008,Beta oxidation of even-chain fatty acids (peroxisomal),Beta oxidation of fatty acids,Lipid Metabolism,ACOX3
ENSG00000167969,Beta oxidation of even-chain fatty acids (peroxisomal),Beta oxidation of fatty acids,Lipid Metabolism,ECI1
ENSG00000198721,Beta oxidation of even-chain fatty acids (peroxisomal),Beta oxidation of fatty acids,Lipid Metabolism,ECI2
ENSG00000113790,Beta oxidation of odd-chain fatty acids (mitochondrial),Beta oxidation of fatty acids,Lipid Metabolism,EHHADH
ENSG00000117054,Beta oxidation of odd-chain fatty acids (mitochondrial),Beta oxidation of fatty acids,Lipid Metabolism,ACADM
ENSG00000138029,Beta oxidation of odd-chain fatty acids (mitochondrial),Beta oxidation of fatty acids,Lipid Metabolism,HADHB
ENSG00000167315,Beta oxidation of odd-chain fatty acids (mitochondrial),Beta oxidation of fatty acids,Lipid Metabolism,ACAA2
ENSG00000084754,Beta oxidation of odd-chain fatty acids (mitochondrial),Beta oxidation of fatty acids,Lipid Metabolism,HADHA
ENSG00000127884,Beta oxidation of odd-chain fatty acids (mitochondrial),Beta oxidation of fatty acids,Lipid Metabolism,ECHS1
ENSG00000072778,Beta oxidation of odd-chain fatty acids (mitochondrial),Beta oxidation of fatty acids,Lipid Metabolism,ACADVL
ENSG00000177646,Beta oxidation of odd-chain fatty acids (mitochondrial),Beta oxidation of fatty acids,Lipid Metabolism,ACAD9
ENSG00000072506,Beta oxidation of odd-chain fatty acids (mitochondrial),Beta oxidation of fatty acids,Lipid Metabolism,HSD17B10
