Gene,Gene_name,Reliability,Main_location,Additional_location,Extracellular_location,Enhanced,Supported,Approved,Uncertain,SCVintensity,SCVspatial,Cell_cycle_dependency,GO_id,compartment,Multilocalizing,SCV,mitosis,enzyme,Protein,IsCCD,IsNonCCD,IsInterphaseCCD,IsMitoticCCD,IsTranscriptRegCCD,IsNonTranscriptRegCCD,Melting Temperature (deg C),Log2 Length,Disordered Residue Fraction,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
ENSG00000146433,TMEM181,Supported,Vesicles,Golgi apparatus;Nucleoplasm,,,Vesicles,Golgi apparatus;Nucleoplasm,,Vesicles,,,Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654);Vesicles (GO:0043231),cell,TRUE,TRUE,False,FALSE,TMEM181,False,False,False,False,False,False,57.43242081,,,,,,,,
ENSG00000146457,WTAP,Enhanced,Nuclear speckles,,,Nuclear speckles,,,,,,,Nuclear speckles (GO:0016607),nuc,FALSE,FALSE,False,FALSE,WTAP,False,False,False,False,False,False,48.08169169,,,,,,,,
ENSG00000146463,ZMYM4,Approved,Nucleoplasm,Cytosol;Nucleoli,,,,Cytosol;Nucleoli;Nucleoplasm,,Nucleoli,,,Cytosol (GO:0005829);Nucleoli (GO:0005730);Nucleoplasm (GO:0005654),cell,TRUE,TRUE,False,FALSE,ZMYM4,False,True,False,False,False,False,49.66094858,10.59618976,0.317183463,,,,,,
ENSG00000146469,VIP,Approved,Endoplasmic reticulum,,Predicted to be secreted,,,Endoplasmic reticulum,,,,,Endoplasmic reticulum (GO:0005783),cyto,FALSE,FALSE,False,FALSE,VIP,False,False,False,False,False,False,,7.409390936,0.176470588,,,,,,
ENSG00000146476,ARMT1,Approved,Nuclear bodies,Cytosol;Nucleoplasm,,,,Cytosol;Nuclear bodies;Nucleoplasm,,,,,Cytosol (GO:0005829);Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654),cell,TRUE,FALSE,False,FALSE,ARMT1,False,False,False,False,False,False,45.19262118,8.784634846,0.0,,,,,,
ENSG00000146477,SLC22A3,Approved,Vesicles,Cytosol,,,,Cytosol;Vesicles,,Cytosol,,,Cytosol (GO:0005829);Vesicles (GO:0043231),cyto,TRUE,TRUE,False,TRUE,SLC22A3,False,False,False,False,False,False,59.42342336,,,,,,,,
ENSG00000146530,VWDE,Approved,Cytosol,Nucleoplasm,Predicted to be secreted,,,Cytosol;Nucleoplasm,,,,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654),cell,TRUE,FALSE,False,FALSE,VWDE,False,False,False,False,False,False,,10.63481105,0.037735849,,,,,,
ENSG00000146535,GNA12,Supported,Cytosol,,,,Cytosol,,,,,,Cytosol (GO:0005829),cyto,FALSE,FALSE,False,FALSE,GNA12,False,False,False,False,False,False,47.93890896,8.573647187,0.034120735,,,,,,
ENSG00000146555,SDK1,Approved,Cytosol,,,,,Cytosol,,,,,Cytosol (GO:0005829),cyto,FALSE,FALSE,False,FALSE,SDK1,False,False,False,False,False,False,52.67542762,11.11178774,0.206507004,,,,,,
ENSG00000146574,CCZ1B,Enhanced,Vesicles,,,Vesicles,,,,Vesicles,,,Vesicles (GO:0043231),cyto,FALSE,TRUE,False,FALSE,CCZ1B,False,False,False,False,False,False,,8.912889336000001,0.031120332,,,,,,
ENSG00000146587,RBAK,Supported,Nucleoplasm,,,,Nucleoplasm,,,,,,Nucleoplasm (GO:0005654),nuc,FALSE,FALSE,False,FALSE,RBAK,False,False,False,False,False,False,,9.479780264,0.046218487,,,,,,
ENSG00000146592,CREB5,Approved,Nucleoplasm,Plasma membrane;Vesicles,,,,Nucleoplasm;Plasma membrane;Vesicles,,,,,Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886);Vesicles (GO:0043231),cell,TRUE,FALSE,False,FALSE,CREB5,False,False,False,False,False,False,52.00874428,8.988684687000001,0.860236221,,,,,,
ENSG00000146648,EGFR,Enhanced,Cell Junctions;Plasma membrane,,Predicted to be secreted,Cell Junctions;Plasma membrane,,,,,,,Cell Junctions (GO:0030054);Plasma membrane (GO:0005886),cyto,TRUE,FALSE,False,FALSE,EGFR,False,False,False,False,False,False,51.24187562,10.24079133,0.109917355,,,,,,
ENSG00000146670,CDCA5,Enhanced,Nucleoplasm,,,Nucleoplasm,,,,Nucleoplasm,,,Nucleoplasm (GO:0005654),nuc,FALSE,TRUE,False,FALSE,CDCA5,True,False,True,False,True,False,49.19108455,7.977279922999999,0.615079365,,,,,,
ENSG00000146674,IGFBP3,Approved,Vesicles,Cytosol;Nucleoplasm,Predicted to be secreted,,,Cytosol;Nucleoplasm;Vesicles,,,,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654);Vesicles (GO:0043231),cell,TRUE,FALSE,False,FALSE,IGFBP3,False,False,False,False,False,False,54.2625079,,,,,,,,
ENSG00000146676,PURB,Supported,Nucleoplasm,,,,Nucleoplasm,,,,,,Nucleoplasm (GO:0005654),nuc,FALSE,FALSE,False,FALSE,PURB,False,False,False,False,False,False,54.63549214,8.285402219,0.387820513,,,,,,
ENSG00000146678,IGFBP1,Approved,Golgi apparatus,,Predicted to be secreted,,,Golgi apparatus,,Golgi apparatus,,,Golgi apparatus (GO:0005794),cyto,FALSE,TRUE,False,FALSE,IGFBP1,False,False,False,False,False,False,55.65732332,,,,,,,,
ENSG00000146701,MDH2,Enhanced,Mitochondria,,,Mitochondria,,,,Mitochondria,,,Mitochondria (GO:0005739),cyto,FALSE,TRUE,False,TRUE,MDH2,False,True,False,False,False,False,59.35889841,,,,,,,,
ENSG00000146731,CCT6A,Approved,Cytosol,,,,,Cytosol,,Cytosol,,,Cytosol (GO:0005829),cyto,FALSE,TRUE,False,FALSE,CCT6A,False,False,False,False,False,False,57.75749827,,,,,,,,
ENSG00000146733,PSPH,Approved,Cytosol,,,,,Cytosol,,,,,Cytosol (GO:0005829),cyto,FALSE,FALSE,False,TRUE,PSPH,False,False,False,False,False,False,61.94577322,,,,,,,,
ENSG00000146757,ZNF92,Approved,Nucleoplasm,,,,,Nucleoplasm,,,,,Nucleoplasm (GO:0005654),nuc,FALSE,FALSE,False,FALSE,ZNF92,False,False,False,False,False,False,48.57423075,9.194756854,0.010238908,,,,,,
ENSG00000146802,TMEM168,Approved,Golgi apparatus,Cytosol,,,,Cytosol;Golgi apparatus,,,,,Cytosol (GO:0005829);Golgi apparatus (GO:0005794),cyto,TRUE,FALSE,False,FALSE,TMEM168,False,False,False,False,False,False,53.73051277,,,,,,,,
ENSG00000146830,GIGYF1,Approved,Vesicles,Microtubules,,,,Microtubules;Vesicles,,,,,Microtubules (GO:0015630);Vesicles (GO:0043231),cyto,TRUE,FALSE,False,FALSE,GIGYF1,False,False,False,False,False,False,47.663142799999996,,,,,,,,
ENSG00000146833,TRIM4,Supported,Cytosol,Plasma membrane,,,Cytosol,Plasma membrane,,,,,Cytosol (GO:0005829);Plasma membrane (GO:0005886),cyto,TRUE,FALSE,False,FALSE,TRIM4,False,False,False,False,False,False,48.82048942,8.965784285,0.018000000000000002,,,,,,
ENSG00000146834,MEPCE,Approved,Nucleoplasm,Cell Junctions,,,,Cell Junctions;Nucleoplasm,,Nucleoplasm,,,Cell Junctions (GO:0030054);Nucleoplasm (GO:0005654),cell,TRUE,TRUE,False,FALSE,MEPCE,False,False,False,False,False,False,47.13251512,9.428360173,0.5892597970000001,,,,,,
ENSG00000146842,TMEM209,Approved,Nuclear membrane;Nuclear speckles;Vesicles,,,,,Nuclear membrane;Nuclear speckles;Vesicles,,,,,Nuclear membrane (GO:0031965);Nuclear speckles (GO:0016607);Vesicles (GO:0043231),cell,TRUE,FALSE,False,FALSE,TMEM209,False,False,False,False,False,False,52.25450391,,,,,,,,
ENSG00000146858,ZC3HAV1L,Enhanced,Cytosol,,,Cytosol,,,,,,,Cytosol (GO:0005829),cyto,FALSE,FALSE,False,FALSE,ZC3HAV1L,False,False,False,False,False,False,50.08776999,,,,,,,,
ENSG00000146909,NOM1,Enhanced,Nucleoli,,,Nucleoli,,,,,,,Nucleoli (GO:0005730),nuc,FALSE,FALSE,False,FALSE,NOM1,False,False,False,False,False,False,43.10584477,9.74819285,0.42209302299999996,,,,,,
ENSG00000146918,NCAPG2,Supported,Nucleoplasm,Nuclear speckles,,,Nuclear speckles;Nucleoplasm,,,Nucleoplasm,,,Nuclear speckles (GO:0016607);Nucleoplasm (GO:0005654),nuc,TRUE,TRUE,False,FALSE,NCAPG2,False,False,False,False,False,False,46.7615528,,,,,,,,
ENSG00000146950,SHROOM2,Approved,Cell Junctions;Plasma membrane,Cytosol,,,,Cell Junctions;Cytosol;Plasma membrane,,Cell Junctions,,,Cell Junctions (GO:0030054);Cytosol (GO:0005829);Plasma membrane (GO:0005886),cyto,TRUE,TRUE,False,FALSE,SHROOM2,False,True,False,False,False,False,51.09241558,,,,,,,,
ENSG00000146963,LUC7L2,Approved,Nucleoplasm,,,,,Nucleoplasm,,,,,Nucleoplasm (GO:0005654),nuc,FALSE,FALSE,False,FALSE,LUC7L2,False,False,False,False,False,False,48.90591203,,,,,,,,
ENSG00000147003,CLTRN,Approved,Endoplasmic reticulum;Vesicles,,,,,Endoplasmic reticulum;Vesicles,,,,,Endoplasmic reticulum (GO:0005783);Vesicles (GO:0043231),cyto,TRUE,FALSE,False,FALSE,CLTRN,False,False,False,False,False,False,,7.7944158660000005,0.063063063,,,,,,
ENSG00000147010,SH3KBP1,Supported,Cytosol,,,,Cytosol,,,,,,Cytosol (GO:0005829),cyto,FALSE,FALSE,False,TRUE,SH3KBP1,False,False,False,False,False,False,51.62109546,,,,,,,,
ENSG00000147027,TMEM47,Approved,Nuclear membrane,,,,,Nuclear membrane,,,,,Nuclear membrane (GO:0031965),nuc,FALSE,FALSE,False,FALSE,TMEM47,False,False,False,False,False,False,57.624168700000006,,,,,,,,
ENSG00000147041,SYTL5,Approved,Nucleoplasm,Cytosol;Microtubules,,,,Cytosol;Microtubules;Nucleoplasm,,,,,Cytosol (GO:0005829);Microtubules (GO:0015630);Nucleoplasm (GO:0005654),cell,TRUE,FALSE,False,FALSE,SYTL5,False,False,False,False,False,False,,9.511752654,0.33561643799999996,,,,,,
ENSG00000147044,CASK,Approved,Nucleoplasm,Cytosol,,,,Cytosol;Nucleoplasm,,,,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654),cell,TRUE,FALSE,False,FALSE,CASK,False,False,False,False,False,False,53.023795299999996,7.50779464,0.362637363,,,,,,
ENSG00000147050,KDM6A,Approved,Nucleoli;Nucleoli rim,Nucleoplasm,,,,Nucleoli;Nucleoli rim;Nucleoplasm,,Nucleoli;Nucleoli rim,,,Nucleoli (GO:0005730);Nucleoli rim (GO:0005730);Nucleoplasm (GO:0005654),nuc,TRUE,TRUE,False,FALSE,KDM6A,False,False,False,False,False,False,,10.45224124,0.3875803,,,,,,
ENSG00000147065,MSN,Enhanced,Plasma membrane,,,Plasma membrane,,,,,,,Plasma membrane (GO:0005886),cyto,FALSE,FALSE,False,FALSE,MSN,False,False,False,False,False,False,51.67521058,,,,,,,,
ENSG00000147082,CCNB3,Approved,Nuclear speckles,,,,,Nuclear speckles,,,,,Nuclear speckles (GO:0016607),nuc,FALSE,FALSE,False,FALSE,CCNB3,False,False,False,False,False,False,,10.44604941,0.295340502,,,,,,
ENSG00000147099,HDAC8,Approved,Nucleoplasm;Plasma membrane,,,,Nucleoplasm,,Plasma membrane,,,,Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886),cell,TRUE,FALSE,False,FALSE,HDAC8,False,False,False,False,False,False,49.88016904,8.558420713,0.039787798,,,,,,
ENSG00000147119,CHST7,Approved,Nucleoplasm;Vesicles,,,,,Nucleoplasm;Vesicles,,,,,Nucleoplasm (GO:0005654);Vesicles (GO:0043231),cell,TRUE,FALSE,False,TRUE,CHST7,False,False,False,False,False,False,,8.924812504,0.121399177,,,,,,
ENSG00000147123,NDUFB11,Approved,Mitochondria,,,,,Mitochondria,,,,,Mitochondria (GO:0005739),cyto,FALSE,FALSE,False,TRUE,NDUFB11,False,False,False,False,False,False,61.95708756,,,,,,,,
ENSG00000147124,ZNF41,Approved,Nucleoplasm,,,,,Nucleoplasm,,,,,Nucleoplasm (GO:0005654),nuc,FALSE,FALSE,False,FALSE,ZNF41,False,False,False,False,False,False,,9.681238412,0.255785627,,,,,,
ENSG00000147130,ZMYM3,Enhanced,Nucleoplasm,,,Nucleoplasm,,,,,,,Nucleoplasm (GO:0005654),nuc,FALSE,FALSE,False,FALSE,ZMYM3,False,False,False,False,False,False,48.41427267,10.41996018,0.329927007,,,,,,
ENSG00000147133,TAF1,Supported,Nucleoplasm,,,,Nucleoplasm,,,,,,Nucleoplasm (GO:0005654),nuc,FALSE,FALSE,False,FALSE,TAF1,False,False,False,False,False,False,44.40149561,10.87036472,0.426816239,,,,,,
ENSG00000147140,NONO,Enhanced,Nucleoplasm,Nuclear speckles;Nucleoli fibrillar center,,Nucleoli fibrillar center;Nucleoplasm,Nuclear speckles,,,Nuclear speckles;Nucleoli fibrillar center,,,Nuclear speckles (GO:0016607);Nucleoli fibrillar center (GO:0001650);Nucleoplasm (GO:0005654),nuc,TRUE,TRUE,False,FALSE,NONO,False,False,False,False,False,False,45.82313555,8.87958325,0.653927813,,,,,,
ENSG00000147145,LPAR4,Supported,Plasma membrane,Nuclear bodies;Vesicles,,,Plasma membrane,Vesicles,Nuclear bodies,,,,Nuclear bodies (GO:0016604);Plasma membrane (GO:0005886);Vesicles (GO:0043231),cell,TRUE,FALSE,False,FALSE,LPAR4,False,False,False,False,False,False,,8.531381461,0.008108108000000001,,,,,,
ENSG00000147155,EBP,Supported,Endoplasmic reticulum,,,,Endoplasmic reticulum,,,,,,Endoplasmic reticulum (GO:0005783),cyto,FALSE,FALSE,False,TRUE,EBP,False,False,False,False,False,False,55.61045342,7.8454900510000005,0.008695652,,,,,,
ENSG00000147162,OGT,Supported,Nucleoplasm,Plasma membrane,,,Nucleoplasm;Plasma membrane,,,,,,Nucleoplasm (GO:0005654);Plasma membrane (GO:0005886),cell,TRUE,FALSE,False,TRUE,OGT,True,False,True,False,False,True,49.83118409,,,,,,,,
ENSG00000147168,IL2RG,Approved,Vesicles,,,,,Vesicles,,,,,Vesicles (GO:0043231),cyto,FALSE,FALSE,False,FALSE,IL2RG,False,False,False,False,False,False,53.10874543,8.527477006,0.021680217,,,,,,
ENSG00000147180,ZNF711,Approved,Nucleoplasm,,,,,Nucleoplasm,,Nucleoplasm,,,Nucleoplasm (GO:0005654),nuc,FALSE,TRUE,False,FALSE,ZNF711,False,False,False,False,False,False,47.9351169,,,,,,,,
ENSG00000147202,DIAPH2,Supported,Endoplasmic reticulum;Vesicles,Nucleoli,,,Vesicles,Endoplasmic reticulum,Nucleoli,,,,Endoplasmic reticulum (GO:0005783);Nucleoli (GO:0005730);Vesicles (GO:0043231),cell,TRUE,FALSE,False,FALSE,DIAPH2,False,False,False,False,False,False,46.25507987,,,,,,,,
ENSG00000147206,NXF3,Supported,Nucleoplasm,,,,Nucleoplasm,,,,,,Nucleoplasm (GO:0005654),nuc,FALSE,FALSE,False,FALSE,NXF3,False,False,False,False,False,False,45.83381807,9.052568051,0.148775895,,,,,,
ENSG00000147224,PRPS1,Approved,Vesicles,,,,,Vesicles,,,,,Vesicles (GO:0043231),cyto,FALSE,FALSE,False,TRUE,PRPS1,False,False,False,False,False,False,61.77034629,8.312882955,0.0,,,,,,
ENSG00000147251,DOCK11,Approved,Nucleoli,Nuclear membrane,,,,Nuclear membrane;Nucleoli,,,,,Nuclear membrane (GO:0031965);Nucleoli (GO:0005730),nuc,TRUE,FALSE,False,FALSE,DOCK11,False,False,False,False,False,False,48.90833629,,,,,,,,
ENSG00000147255,IGSF1,Approved,Cytosol,,,,,Cytosol,,,,,Cytosol (GO:0005829),cyto,FALSE,FALSE,False,FALSE,IGSF1,False,False,False,False,False,False,,10.38370429,0.056886228,,,,,,
ENSG00000147257,GPC3,Supported,Plasma membrane,,,,Plasma membrane,,,,,,Plasma membrane (GO:0005886),cyto,FALSE,FALSE,False,TRUE,GPC3,False,False,False,False,False,False,54.34617679,9.17990909,0.068965517,,,,,,
ENSG00000147274,RBMX,Approved,Nucleoplasm,,,,,Nucleoplasm,,,,,Nucleoplasm (GO:0005654),nuc,FALSE,FALSE,False,FALSE,RBMX,False,False,False,False,False,False,52.03155357,8.611024797,0.9104859340000001,,,,,,
ENSG00000147316,MCPH1,Approved,Nuclear bodies;Nucleoplasm,,,,,Nuclear bodies;Nucleoplasm,,,,,Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654),nuc,TRUE,FALSE,False,FALSE,MCPH1,False,False,False,False,False,False,,9.705632387,0.388023952,,,,,,
ENSG00000147324,MFHAS1,Approved,Nucleoplasm,Cytosol,,,,Cytosol;Nucleoplasm,,,,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654),cell,TRUE,FALSE,False,FALSE,MFHAS1,False,False,False,False,False,False,50.18700259,,,,,,,,
ENSG00000147381,MAGEA4,Approved,Nuclear speckles,Cytosol,,,,Cytosol;Nuclear speckles,,,,,Cytosol (GO:0005829);Nuclear speckles (GO:0016607),cell,TRUE,FALSE,False,FALSE,MAGEA4,False,False,False,False,False,False,49.47051805,,,,,,,,
ENSG00000147383,NSDHL,Enhanced,Endoplasmic reticulum,Lipid droplets,,Endoplasmic reticulum;Lipid droplets,,,,Endoplasmic reticulum,,,Endoplasmic reticulum (GO:0005783);Lipid droplets (GO:0005811),cyto,TRUE,TRUE,False,TRUE,NSDHL,False,False,False,False,False,False,53.25385815,8.54303182,0.08310992,,,,,,
ENSG00000147394,ZNF185,Supported,Cytosol;Plasma membrane,Actin filaments;Focal adhesion sites,,,Actin filaments;Cytosol;Focal adhesion sites;Plasma membrane,,,,,,Actin filaments (GO:0015629);Cytosol (GO:0005829);Focal adhesion sites (GO:0005925);Plasma membrane (GO:0005886),cyto,TRUE,FALSE,False,FALSE,ZNF185,False,False,False,False,False,False,53.87945172,,,,,,,,
ENSG00000147403,RPL10,Enhanced,Cytosol;Endoplasmic reticulum,,,Cytosol;Endoplasmic reticulum,,,,,,,Cytosol (GO:0005829);Endoplasmic reticulum (GO:0005783),cyto,TRUE,FALSE,False,TRUE,RPL10,False,False,False,False,False,False,52.46397143,,,,,,,,
ENSG00000147416,ATP6V1B2,Supported,Vesicles,,,,Vesicles,,,,,,Vesicles (GO:0043231),cyto,FALSE,FALSE,False,TRUE,ATP6V1B2,False,False,False,False,False,False,58.00288187,,,,,,,,
ENSG00000147419,CCDC25,Approved,Golgi apparatus;Nucleoplasm,Cytosol,,,,Cytosol;Golgi apparatus;Nucleoplasm,,,,,Cytosol (GO:0005829);Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654),cell,TRUE,FALSE,False,FALSE,CCDC25,False,False,False,False,False,False,49.91128496,,,,,,,,
ENSG00000147421,HMBOX1,Supported,Nucleoplasm,Cytosol;Nuclear bodies,,,Cytosol;Nuclear bodies;Nucleoplasm,,,Nuclear bodies;Nucleoplasm,,,Cytosol (GO:0005829);Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654),cell,TRUE,TRUE,False,FALSE,HMBOX1,True,False,True,False,False,True,46.92101996,,,,,,,,
ENSG00000147443,DOK2,Approved,Cytosol,Golgi apparatus;Nuclear bodies;Nucleoplasm,,,,Cytosol;Golgi apparatus;Nuclear bodies;Nucleoplasm,,,,,Cytosol (GO:0005829);Golgi apparatus (GO:0005794);Nuclear bodies (GO:0016604);Nucleoplasm (GO:0005654),cell,TRUE,FALSE,False,FALSE,DOK2,False,False,False,False,False,False,47.24007889,8.686500527,0.39805825200000006,,,,,,
ENSG00000147454,SLC25A37,Approved,Mitochondria,Cytosol,,,,Cytosol;Mitochondria,,,,,Cytosol (GO:0005829);Mitochondria (GO:0005739),cyto,TRUE,FALSE,False,TRUE,SLC25A37,False,False,False,False,False,False,62.74751069,,,,,,,,
ENSG00000147457,CHMP7,Supported,Nucleoplasm,Cytosol,,,Cytosol;Nucleoplasm,,,,,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654),cell,TRUE,FALSE,False,FALSE,CHMP7,False,False,False,False,False,False,47.37630501,8.82336724,0.21192053,,,,,,
ENSG00000147459,DOCK5,Enhanced,Cytosol,,,Cytosol,,,,Cytosol,,,Cytosol (GO:0005829),cyto,FALSE,TRUE,False,FALSE,DOCK5,False,True,False,False,False,False,48.37819325,10.86882255,0.119251337,,,,,,
ENSG00000147475,ERLIN2,Supported,Endoplasmic reticulum,,,,Endoplasmic reticulum,,,,,,Endoplasmic reticulum (GO:0005783),cyto,FALSE,FALSE,False,FALSE,ERLIN2,False,False,False,False,False,False,50.94048966,,,,,,,,
ENSG00000147485,PXDNL,Approved,Cytosol;Nucleoplasm,,,,Cytosol,,Nucleoplasm,,,,Cytosol (GO:0005829);Nucleoplasm (GO:0005654),cell,TRUE,FALSE,False,FALSE,PXDNL,False,False,False,False,False,False,,10.51471405,0.09364319900000001,,,,,,
ENSG00000147526,TACC1,Approved,Cytosol,,,,,Cytosol,,,,,Cytosol (GO:0005829),cyto,FALSE,FALSE,False,FALSE,TACC1,False,False,False,False,False,False,51.76187315,9.652844972999999,0.602484472,,,,,,
ENSG00000147535,PLPP5,Approved,Vesicles,,,,,Vesicles,,Vesicles,,,Vesicles (GO:0043231),cyto,FALSE,TRUE,False,FALSE,PLPP5,False,False,False,False,False,False,,8.044394119,0.0,,,,,,
ENSG00000147536,GINS4,Supported,Nucleoplasm,Centrosome,,,Nucleoplasm,Centrosome,,,,,Centrosome (GO:0005813);Nucleoplasm (GO:0005654),nuc,TRUE,FALSE,False,FALSE,GINS4,False,False,False,False,False,False,50.81941132,,,,,,,,
ENSG00000147548,NSD3,Approved,Mitochondria,Nucleoplasm,,,Nucleoplasm,Mitochondria,,,,,Mitochondria (GO:0005739);Nucleoplasm (GO:0005654),cell,TRUE,FALSE,False,TRUE,NSD3,False,False,False,False,False,False,,10.48884435,0.39318023700000004,,,,,,
ENSG00000147586,MRPS28,Supported,Mitochondria,,,,Mitochondria,,,,,,Mitochondria (GO:0005739),cyto,FALSE,FALSE,False,FALSE,MRPS28,False,False,False,False,False,False,50.39458178,,,,,,,,
ENSG00000147592,LACTB2,Supported,Cytosol,Golgi apparatus;Nucleoplasm,,,Cytosol;Golgi apparatus;Nucleoplasm,,,,,,Cytosol (GO:0005829);Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654),cell,TRUE,FALSE,False,FALSE,LACTB2,False,False,False,False,False,False,57.88965329999999,,,,,,,,
ENSG00000147601,TERF1,Approved,Nucleoli fibrillar center,Nuclear bodies,,,Nuclear bodies,Nucleoli fibrillar center,,,,,Nuclear bodies (GO:0016604);Nucleoli fibrillar center (GO:0001650),nuc,TRUE,FALSE,False,FALSE,TERF1,False,False,False,False,False,False,,8.77807713,0.369020501,,,,,,
ENSG00000147604,RPL7,Approved,Cytosol;Endoplasmic reticulum,Nucleoli,,,,Cytosol;Endoplasmic reticulum;Nucleoli,,,,,Cytosol (GO:0005829);Endoplasmic reticulum (GO:0005783);Nucleoli (GO:0005730),cell,TRUE,FALSE,False,TRUE,RPL7,False,False,False,False,False,False,55.08490145,,,,,,,,
ENSG00000147642,SYBU,Supported,Vesicles,,,,Vesicles,,,,,,Vesicles (GO:0043231),cyto,FALSE,FALSE,False,FALSE,SYBU,False,False,False,False,False,False,,9.37286506,0.5158371039999999,,,,,,
ENSG00000147649,MTDH,Enhanced,Endoplasmic reticulum,,,Endoplasmic reticulum,,,,,,,Endoplasmic reticulum (GO:0005783),cyto,FALSE,FALSE,False,FALSE,MTDH,False,False,False,False,False,False,62.70352641,,,,,,,,
ENSG00000147650,LRP12,Approved,Mitochondria;Nucleoli fibrillar center;Plasma membrane,,,,,Mitochondria;Nucleoli fibrillar center;Plasma membrane,,,,,Mitochondria (GO:0005739);Nucleoli fibrillar center (GO:0001650);Plasma membrane (GO:0005886),cell,TRUE,FALSE,False,TRUE,LRP12,False,False,False,False,False,False,50.95291169,9.746514321,0.22002328300000001,,,,,,
ENSG00000147654,EBAG9,Enhanced,Golgi apparatus,,,Golgi apparatus,,,,,,,Golgi apparatus (GO:0005794),cyto,FALSE,FALSE,False,FALSE,EBAG9,False,False,False,False,False,False,50.15452958,,,,,,,,
ENSG00000147669,POLR2K,Supported,Nucleoli fibrillar center,,,,Nucleoli fibrillar center,,,,,,Nucleoli fibrillar center (GO:0001650),nuc,FALSE,FALSE,False,TRUE,POLR2K,False,False,False,False,False,False,53.25635982,,,,,,,,
ENSG00000147677,EIF3H,Approved,Cytosol,,,,,Cytosol,,,,,Cytosol (GO:0005829),cyto,FALSE,FALSE,False,FALSE,EIF3H,False,False,False,False,False,False,52.41741211,8.459431619,0.235795455,,,,,,
ENSG00000147679,UTP23,Approved,Nucleoli,,,,,Nucleoli,,,,,Nucleoli (GO:0005730),nuc,FALSE,FALSE,False,FALSE,UTP23,False,False,False,False,False,False,,7.960001932000001,0.30522088399999997,,,,,,
ENSG00000147684,NDUFB9,Supported,Mitochondria,,,,Mitochondria,,,Mitochondria,,,Mitochondria (GO:0005739),cyto,FALSE,TRUE,False,TRUE,NDUFB9,False,False,False,False,False,False,54.12051758,,,,,,,,
ENSG00000147687,TATDN1,Supported,Nucleoplasm,,,,Nucleoplasm,,,,,,Nucleoplasm (GO:0005654),nuc,FALSE,FALSE,False,FALSE,TATDN1,False,False,False,False,False,False,57.06147258,,,,,,,,
ENSG00000147689,FAM83A,Approved,Nucleoplasm,,,,,Nucleoplasm,,,,,Nucleoplasm (GO:0005654),nuc,FALSE,FALSE,False,FALSE,FAM83A,False,False,False,False,False,False,47.13683099,,,,,,,,
ENSG00000147697,GSDMC,Approved,Mitochondria,,,,,Mitochondria,,,,,Mitochondria (GO:0005739),cyto,FALSE,FALSE,False,FALSE,GSDMC,False,False,False,False,False,False,53.74155418,8.988684687000001,0.0,,,,,,
ENSG00000147789,ZNF7,Approved,Mitochondria,,,,,Mitochondria,,,,,Mitochondria (GO:0005739),cyto,FALSE,FALSE,False,FALSE,ZNF7,False,False,False,False,False,False,,9.422064766,0.125364432,,,,,,
ENSG00000147813,NAPRT,Approved,Golgi apparatus,Cytosol;Nucleoplasm,,,Cytosol,Golgi apparatus;Nucleoplasm,,,,,Cytosol (GO:0005829);Golgi apparatus (GO:0005794);Nucleoplasm (GO:0005654),cell,TRUE,FALSE,False,TRUE,NAPRT,False,False,False,False,False,False,61.80435624,,,,,,,,
ENSG00000147852,VLDLR,Uncertain,Vesicles,Centriolar satellite;Cytokinetic bridge,,,,,Centriolar satellite;Cytokinetic bridge;Vesicles,Centriolar satellite;Cytokinetic bridge,,Cytokinetic bridge (biological definition),Centriolar satellite (GO:0034451);Cytokinetic bridge (GO:0045171);Vesicles (GO:0043231),cyto,TRUE,TRUE,True,TRUE,VLDLR,False,False,False,False,False,False,58.54266366,9.769837844,0.027491408999999998,,,,,,
ENSG00000147853,AK3,Supported,Mitochondria,,,,Mitochondria,,,Mitochondria,,,Mitochondria (GO:0005739),cyto,FALSE,TRUE,False,TRUE,AK3,False,False,False,False,False,False,56.25125816,,,,,,,,
ENSG00000147854,UHRF2,Enhanced,Nucleoplasm,,,Nucleoplasm,,,,,,,Nucleoplasm (GO:0005654),nuc,FALSE,FALSE,False,FALSE,UHRF2,False,False,False,False,False,False,42.80390908,9.647458426,0.18827930199999998,,,,,,
